neighborhood,room_arrangement,house_type,square_meters,price_including_loans,price_per_square_meters,built_in,floor,has_elevator,shape,lot,energy_classification
Malminkartano,4h+k+kph+erill....,apartment,84.5,227000,2686,1981,3/4,True,,rented,D-2013
Honkasuo,"5h, k, s",townhouse,94.0,363800,3870,2021,1/2,False,good,rented,B-2018
Puotinharju,"4h+K+saunaos, e...",rowhouse,103.0,201000,1951,1963,1/3,False,satisfactory,rented,
Lehtisaari,4h+k (5h+k yj:n...,apartment,103.0,419000,4068,1967,1/3,True,good,rented,D-2007
Länsi-pakila,6h+k+s+kph,rowhouse,119.0,480000,4034,2002,-1/3,False,good,owned,D
Vuosaari,4-5 h + k + s +...,rowhouse,120.0,372000,3100,2006,1/2,False,good,owned,C-2007
Munkkiniemi,"4 h, k, kh, wc, p",apartment,122.0,740000,6066,1937,2/6,True,good,owned,E-2018
Munkkiniemi,"4h, avok, kph, ...",apartment,97.0,468000,4825,1953,4/6,True,good,owned,D-2018
Kamppi,"4-5h, k, kph, s...",apartment,99.0,588000,5939,1981,4/7,True,satisfactory,rented,F-2013
Etelä-haaga,"5h, k, kph, wc,...",apartment,100.5,541222,5385,1960,1/3,False,satisfactory,owned,G-2013
Taka-töölö,"4 h, k-rt, kh-s...",apartment,103.5,1010000,9758,2000,3/8,True,good,owned,F-2013
Vuosaari,4h + k + kph + ...,apartment,82.0,188500,2299,1964,2/3,True,satisfactory,owned,
Kruunuvuorenranta,"4 h, kt, s/kph,...",apartment,87.0,431900,4964,2020,3/4,True,good,rented,B-2018
Länsi-pakila,"3-4h, k, kph/2w...",rowhouse,92.0,548000,5957,2020,1/1,False,good,owned,B-2018
Tapaninkylä,"4 h, k, kph/s, ...",rowhouse,92.0,421200,4578,2014,1/2,False,good,owned,C-2018
Suurmetsä,4h+k,apartment,97.0,160000,1649,1971,2/3,False,good,rented,F-2013
Myllypuro,"4-5 h, k, kph, ...",apartment,111.5,260000,2332,1965,4/6,True,satisfactory,rented,
Laajasalo,4h+k+kp+wc+parveke,apartment,79.0,238000,3013,1965,3/3,True,satisfactory,owned,F-2013
Pihlajamäki,4h+k+kph+wc+vh+...,apartment,84.5,305000,3609,1962,-1/4,False,good,rented,D-2007
Itä-pakila,"4h, k, ph, s, w...",rowhouse,87.0,375000,4310,1974,1/1,False,good,owned,D-2013
Koskela,"4h, k, kph, eri...",apartment,87.6,180000,2055,1973,3/3,False,,rented,G-2013
Laajasalo,"4 h, avok, kph,...",rowhouse,96.0,701000,7302,1979,-1/2,False,good,owned,
Siltamäki,"5h, k, kph, wc,...",apartment,111.5,167000,1498,1971,1/2,False,good,owned,F-2013
Vartiokylä,"4h,k,kph + 2h,k...",townhouse,130.0,250000,1923,1962,-1/1,False,satisfactory,owned,E-2018
Oulunkylä,"4h, k, kph, vh,...",apartment,77.5,339000,4374,1963,3/3,False,good,owned,E-2007
Torpparinmäki,4h+k+rt+s+autot...,townhouse,86.0,365500,4250,1961, ,False,good,owned,
Kuninkaantammi,5h+k+kph+khh+s+...,rowhouse,89.0,350100,3934,2019,2/2,False,good,rented,C-2018
Vuosaari,"6h, k, kph x 2,...",rowhouse,119.5,379000,3172,1969,1/1,False,good,owned,D-2018
Metsälä,"4h, k, s, lasit...",apartment,83.0,529000,6373,2020,1/2,False,good,owned,
Koskela,5h+k+kph+eril.w...,apartment,104.9,235200,2242,1973,3/3,False,good,rented,G-2013
Kruununhaka,5h+k+s+parveke,apartment,183.0,1840000,10055,1850,5/6,True,good,owned,E-2013
Alppikylä,"4h,k,kph(2),s,p...",rowhouse,81.5,314000,3853,2018,2/2,False,good,rented,C-2013
Tapaninvainio,"4h, k, s, ph, w...",rowhouse,94.0,276000,2936,1974,1/1,False,good,owned,E-2018
Ruskeasuo,5h+k,apartment,99.0,540000,5455,1950,1/7,True,satisfactory,owned,G-2013
Heikinlaakso,"4h, k, kph, s, ...",rowhouse,136.0,387000,2846,1993,-1/2,False,good,owned,
Puistola,4h+k+s-tilat+wc...,rowhouse,92.0,294000,3196,1986,1/2,False,good,rented,
Aurinkolahti,4-5h+k+rt+s+2wc...,apartment,143.0,737000,5154,2006,23/26,True,good,owned,E-2013
Mellunmäki,"4h, k, kph, eri...",apartment,86.0,190000,2209,1973,1/3,False,,owned,
Myllypuro,4h+k+vh+lasitet...,apartment,88.5,233000,2633,1964,2/7,True,satisfactory,rented,F-2013
Länsi-pakila,"4h+k+s, kph, wc...",rowhouse,89.5,396000,4425,1995,1/2,False,good,owned,F-2013
Taka-töölö,"5h, k, kph, 2 x...",apartment,121.0,760000,6281,1937,4/8,True,good,owned,D-2007
Suutarila,"5h, k, vh, 2 x ...",townhouse,150.0,482000,3213,2011,-1/2,False,good,rented,B-2018
Heikinlaakso,"6h,k,s,pesuh,ta...",rowhouse,182.0,350000,1923,1984,1/2,False,satisfactory,owned,
Pohjois-haaga,"4h, k, lasitett...",apartment,89.0,313000,3517,1972,3/6,False,satisfactory,owned,D-2007
Kontula,"4h, k, kph,wc,p",apartment,91.5,132500,1448,1967,6/8,True,satisfactory,rented,G-2013
Munkkiniemi,4h+k+kph+ wc+ p...,apartment,103.5,745000,7198,1963,2/3,True,good,rented,F-2007
Marjaniemi,"5h, k, s, kph, wc",townhouse,112.0,510000,4554,1962,2/2,False,satisfactory,owned,
Etu-töölö,"4h+k, kph, 2xwc",apartment,145.0,1160000,8000,1912,3/5,True,satisfactory,owned,G-2013
Kulosaari,"4 huonetta, kei...",rowhouse,162.0,1100000,6790,1987,1/4,False,good,owned,D-2018
Viikinmäki,"4h, kt (yht.j..",rowhouse,90.0,374700,4163,2022,2/2,True,good,rented,
Laajasalo,"5h, k, khh, s",rowhouse,92.0,581500,6321,2000, ,False,good,owned,D-2018
Kruununhaka,"5 h, k, rt, kh-...",apartment,177.0,1100000,6215,1916,2/5,True,good,owned,D-2007
Länsi-pakila,"3h, avok, kph, ...",rowhouse,83.0,370000,4458,1985,1/2,False,satisfactory,owned,E
Etelä-haaga,"4h, k, kph, par...",apartment,90.5,466000,5149,1962,1/3,False,,owned,
Taka-töölö,"4 h, k, kh, wc",apartment,97.0,640000,6598,1937,4/6,True,satisfactory,owned,C-2007
Laajasalo,"5h, k, eril. wc...",apartment,112.0,320000,2857,1966,1/5,True,satisfactory,owned,F-2018
Malmi,"4 h, k, kh, wc,...",apartment,88.5,224000,2531,1988,2/2,False,satisfactory,rented,F-2013
Puistola,"4h,k,s",rowhouse,100.0,320000,3200,1984,2/2,False,satisfactory,owned,F-2013
Munkkiniemi,4h+k+kph+erilli...,apartment,106.5,738000,6930,1962,1/4,True,good,owned,E-2007
Kallio,4h+k+s,apartment,112.0,823200,7350,1913,3/6,True,good,owned,E-2007
Laajasalo/yliskylä,"4h, k, s, teras...",apartment,122.5,694000,5665,1972,4/6,False,good,owned,E-2007
Suutarila,"4 h, k, s",townhouse,136.0,300000,2206,1985, ,False,,owned,D-2018
Munkkiniemi,"5h, k, kph, vh,...",apartment,108.0,640000,5926,1961,1/4,False,good,owned,D-2007
Lassila,"4h, k, kph, s, ...",apartment,77.5,294000,3794,1985,3/3,False,satisfactory,owned,D-2007
Pukinmäki,"5h, k, s/ph, wc, p",apartment,103.0,268000,2602,1990,3/4,True,good,rented,E-2007
Lauttasaari,"4h,k,rh,kph,eri...",apartment,127.5,950000,7451,1967,-1/2,False,good,owned,F-2013
Eiranranta,"4h,k, 2kph/wc, ...",apartment,162.0,1600000,9877,2007,7/8,True,good,owned,F-2013
Paloheinä,"4-5h,k,wc,kph/w...",rowhouse,85.0,532000,6259,2014,2/2,False,good,owned,A-2007
Paloheinä,4h+k+kph+s+wc+p,rowhouse,94.5,348000,3683,1986,2/2,False,satisfactory,owned,
Punavuori,"4h, k, kph, kph/wc",apartment,112.0,840000,7500,1894,2/6,True,satisfactory,owned,F
Viikinmäki,"4-5h, kt ,2 kph...",rowhouse,94.5,397200,4203,2022,2/2,True,good,rented,
Herttoniemi,"5h,k,kph,s,khh,...",rowhouse,152.0,505000,3322,2005,-1/3,False,good,owned,
Lauttasaari,4h+k (toteutus ...,apartment,117.0,970000,8291,1961,3/4,True,satisfactory,owned,D-2013
Roihuvuori,4h+k+kh,apartment,85.0,288000,3388,1957,1/3,False,satisfactory,rented,F-2013
Mellunmäki,"5h, k, kph, wc,...",apartment,112.0,190000,1696,1968,2/3,False,good,owned,D-2007
Kamppi,"4h, avok, kph/w...",apartment,86.0,748000,8698,1928,4/9,True,good,owned,E-2013
Pukinmäki,"4 h, k, wc, kh,...",apartment,87.0,259000,2977,1992,4/5,True,satisfactory,owned,E-2013
Viikinmäki,4H+KT+S,rowhouse,95.0,556000,5853,2020,2/2,True,good,owned,C-2013
Myllypuro,6h + k + lasite...,apartment,120.0,260000,2167,1970,3/3,False,good,owned,F
Etu-töölö,"5 h, avok, 3 kh...",apartment,200.5,1700000,8479,1924,5/6,True,good,owned,D-2007
Itä-pakila,"5h, k, rt, s, 3...",rowhouse,212.0,770000,3632,2010,-1/2,False,good,owned,B-2018
Eira,"4h,k",apartment,129.0,1370000,10620,1913,1/3,False,good,owned,
Tapaninvainio,"4-5 h, k, wc, k...",townhouse,112.0,375000,3348,1972,1/1,False,satisfactory,owned,E-2018
Herttoniemi,"3-4h, kk, kph, p",apartment,75.0,496000,6613,1955,4/5,False,good,rented,E-2013
Metsälä,"4h, k, s, lasit...",apartment,83.0,529000,6373,2020,1/2,False,good,owned,
Tammisalo,"4h,k, piha",rowhouse,87.0,430500,4948,1958,2/2,False,good,owned,E-2013
Lauttasaari,3-4h+k+kph+s+er...,apartment,88.0,645000,7330,2005,7/7,True,good,owned,D-2013
Vuosaari,4h+k+kph+s+wc+p...,rowhouse,95.0,548500,5774,2015,1/2,False,good,owned,B-2018
Tapaninkylä,"4 h, k, kh, s, ...",rowhouse,97.0,311000,3206,1993,1/2,False,satisfactory,rented,E-2018
Vesala,"4h, k, kph, s, ...",townhouse,98.5,245000,2487,1983,1/1,False,satisfactory,owned,
Paloheinä,"4h, k, s, at,v",rowhouse,87.0,441000,5069,1988,-1/2,False,good,owned,
Etu-töölö,"4h, k, s,p",apartment,160.0,1510000,9438,1935,3/7,True,good,owned,F-2013
Konala,4h+k+s,rowhouse,77.5,334000,4310,2018,2/2,False,good,rented,C-2013
Paloheinä,"4 h, k, kph, sa...",rowhouse,94.0,415000,4415,1984,1/1,False,good,owned,
Puistola,4h+k+s+käy...,rowhouse,130.0,390000,3000,1973,2/2,False,satisfactory,owned,
Kulosaari,6-7h+2kph+khh+e...,townhouse,195.5,1055000,5396,1966,2/2,False,good,owned,D-2013
Maunula,"6h,k,kh,wc,p",apartment,99.5,290000,2915,1962,4/4,False,satisfactory,rented,E-2013
Länsi-pakila,"6 h, k, s, 2 x ...",townhouse,100.0,501000,5010,1952,-1/3,False,good,owned,
Hakuninmaa,"Yk: 3mh, oh/rt,...",townhouse,101.0,410000,4059,1963,-1/2,False,good,owned,
Ala-tikkurila,"4-5h,k,kph,s,wc...",rowhouse,102.5,270000,2634,1987,2/2,False,satisfactory,owned,E-2007
Metsälä,"5 h, kt, s, 2 k...",rowhouse,127.0,638000,5024,2019,2/2,False,good,rented,C-2013
Tapaninkylä,"5h, k, s/ph/khh...",townhouse,99.0,427000,4313,1987,-1/2,False,satisfactory,owned,
Oulunkylä,"4h, k, sauna, k...",rowhouse,104.0,368500,3543,1974,1/1,False,satisfactory,owned,E-2013
Tapulinkaupunki,5h+k+s,apartment,96.0,237000,2469,1981,2/2,False,good,owned,F-2013
Maununneva,"6 h, k, kph/3wc...",townhouse,135.0,528000,3911,1955,-1/3,False,satisfactory,owned,
Puotinharju,"4h, k, kph + pa...",apartment,81.0,232000,2864,1963,5/7,True,good,rented,E-2007
Malmi,3h+tupakeitti..,townhouse,95.0,389000,4095,2003,3/3,False,good,owned,
Ullanlinna,"4h, k, kph, sauna",apartment,107.0,810000,7570,1929,4/4,True,satisfactory,owned,F-2013
Etu-töölö,"5h,k",apartment,168.6,1030000,6109,1920,4/5,True,satisfactory,owned,
Viikinmäki,"4h, kt (yht.j..",rowhouse,94.5,395200,4182,2022,2/2,True,good,rented,
Kruununhaka,"3h, palvelijanh...",apartment,96.0,725000,7552,1939,7/7,True,,owned,F-2013
Vartiokylä,1.krs 4h+k+rt+k...,townhouse,102.0,380000,3725,1970, ,False,,owned,
Töölö,"5h, k, kh, hall...",apartment,137.0,781000,5701,1928,3/6,True,,owned,F-2013
Etu-töölö,"4h,k, 2 parveketta",apartment,139.0,810000,5827,1938,3/7,True,satisfactory,owned,E-2013
Paloheinä,"5 h, avok., 2kp...",townhouse,187.0,820000,4385,2013,-1/3,False,good,owned,A-2007
Pihlajamäki,3-4h+k+las.parveke,apartment,67.5,175000,2593,1963,3/3,False,good,rented,E-2013
Kamppi,4-5h+k+ask.h+2x...,rowhouse,90.2,749000,8304,1883,1/3,False,good,rented,D-2018
Malmi,"4h, avok, kph, ...",rowhouse,94.0,370000,3936,1930,1/1,False,satisfactory,owned,
Viikinmäki,"4-5 h, kt, 2 kh...",rowhouse,94.5,397200,4203,2022,1/2,True,good,rented,B-2018
Puotila,"4h, k, ",rowhouse,101.0,249000,2465,1961,-1/2,False,satisfactory,rented,E-2007
Niemenmäki,"6h, avok, kph, ...",apartment,119.0,525000,4412,1962,8/10,True,good,rented,E-2007
Pihlajisto,"4h,k,kph,wc, vh...",apartment,94.5,180000,1905,1972,2/8,True,satisfactory,owned,F-2013
Etelä-haaga,"3-4h, k, kph, w...",apartment,105.0,572000,5448,1959,1/3,True,good,owned,F-2007
Kruununhaka,4h+k+kph(moduul...,apartment,122.0,983000,8057,1924,6/9,True,good,owned,F-2013
Mellunkylä,"3-4h, k, kph, w...",townhouse,140.0,305000,2179,1963,1/1,False,satisfactory,owned,E-2018
Itä-pakila,"6h,k,s + at",rowhouse,158.0,395000,2500,1965,-1/2,False,satisfactory,owned,
Kulosaari,5h+k+s+2kph+wc+...,townhouse,310.0,1200000,3871,1954,2/2,False,satisfactory,owned,
Laajasalo,"4h, k, kph, wc, s",rowhouse,91.5,364000,3978,1980,-1/2,False,satisfactory,owned,
Laajasalo,4h+k+kph+wc+vh+...,apartment,84.5,255000,3018,1967,4/4,True,good,rented,E-2013
Tapaninvainio,"4 h, k/rt, kh/s...",rowhouse,84.5,330000,3905,1990,1/1,False,satisfactory,owned,
Tapaninvainio,4h + k + sauna ...,rowhouse,97.0,370000,3814,1978,1/2,False,good,owned,
Suutarila,"4 h, k, s",townhouse,116.0,362000,3121,1974, ,False,satisfactory,owned,D-2018
Tali,"4h, k, s, erill...",apartment,128.0,586000,4578,2007,5/7,True,good,owned,C-2013
Kumpula,"4-5h, k, 2x kph...",rowhouse,75.0,698000,9307,1937,-1/3,False,good,rented,
Oulunkylä,"5-6 h, k, rt, e...",apartment,100.0,435000,4350,1967,2/3,False,good,owned,
Niemenmäki,"4h, avok/rt, kp...",apartment,100.0,502000,5020,1961,5/9,True,good,owned,E-2018
Munkkiniemi,"4h, avok.+rt, a...",rowhouse,217.0,1600000,7373,2015,1/3,False,good,owned,C
Arabianranta,"4h, k, rt, kph,...",apartment,96.5,517500,5363,2005,4/6,True,good,rented,E-2007
Rastila,"4h, k, kph/s, e...",rowhouse,110.0,367000,3336,1972,1/1,False,satisfactory,owned,E-2013
Fallpakka,"5h,k,s, terassi",rowhouse,112.0,345000,3080,1990,1/1,False,satisfactory,owned,E-2007
Maunula,"5 h, k, rt, kph...",apartment,114.5,402000,3511,1962,2/4,False,good,rented,E-2007
Paloheinä,4-5h+k+kph+s+tk...,rowhouse,140.0,570000,4071,1985,2/2,False,good,owned,F-2013
Jollas,"5h, k,rt , kph/...",townhouse,190.0,630000,3316,1992,-1/2,False,satisfactory,owned,E-2018
Vesala,4h+k+s+piha,rowhouse,90.0,265000,2944,1981,1/2,False,good,owned,
Viikki,"4h, k, sauna, p...",apartment,90.0,330000,3667,2015,1/4,True,good, ,C-2018
Vuosaari,"4h, k, s, erill...",apartment,91.0,339000,3725,2000,7/7,True,good,rented,F
Paloheinä,"5h, k, s",townhouse,130.0,177500,1365,1945, ,False,satisfactory,owned,F
Paloheinä,"5 h, k, kph/2wc...",rowhouse,130.0,455000,3500,1973,1/1,False,good,owned,D
Tapulikaupunki,3-4h+kk+s,apartment,81.0,272000,3358,2001,4/7,True,good,owned,D-2007
Heikinlaakso,3-4h+k+kph+s+er...,rowhouse,87.0,345000,3966,1988,1/3,False,good,owned,E-2013
Niemenmäki,"4h, k, kph, eri...",apartment,100.0,500000,5000,1961,6/9,True,good,owned,E-2018
Puotinharju,"4-5 h, k, kh, e...",apartment,98.0,185000,1888,1964,6/7,True,satisfactory,rented,D-2018
Vartiokylä,"7h, k, ruokailu...",townhouse,157.0,638000,4064,2005,-1/3,False,satisfactory,owned,B-2018
Laajasalo,4h+k,apartment,82.5,226500,2745,1971,1/3,True,,owned,E-2007
Roihuvuori,"4h, k, kph, p",apartment,85.5,323000,3778,1958,2/4,False,good,rented,G-2013
Oulunkylä,"4h, k, sauna, k...",rowhouse,92.5,408100,4412,1987,-1/2,False,good,owned,E-2013
Etelä-haaga,5h+k+kph+wc+p,apartment,138.0,695000,5036,1972,4/4,True,satisfactory,owned,F-2015
Ala-tikkurila,4h+k+sauna+2xpe...,rowhouse,141.0,340600,2416,1980,2/1,False,good,owned,
Suurmetsä,"4h, k, kph, wc,...",apartment,89.0,125000,1404,1971,5/5,True,,rented,D-2007
Myllypuro,"5h, k, kph, wc",rowhouse,117.5,312000,2655,1964,1/1,False,satisfactory,rented,D-2013
Lehtisaari,"4h, k, tk, kph,...",rowhouse,267.0,400000,1498,1966, ,False,,rented,
Laajasalo,4h+k,apartment,82.5,222000,2691,1971,3/3,True,,owned,E-2007
Tapanila,2mh+oh+2työ...,townhouse,93.0,310000,3333,1986,1/1,False,satisfactory,owned,
Pihlajamäki,3-4h+k+las.parveke,apartment,67.5,177000,2622,1963,1/3,False,good,rented,E-2013
Pukinmäki,4h+k+kph+erilli...,rowhouse,83.5,325000,3892,1964,2/2,False,good,owned,
Kruunuvuorenranta,"4h, k, s",apartment,95.5,346000,3623,2016,1/6,True,good,rented,C-2013
Maununneva,5h+k+kph+wc+var...,townhouse,120.0,310000,2583,1956,3/3,False,satisfactory,owned,
Haaga,"4h, k, kph, eri...",apartment,91.4,220000,2407,1973,4/4,True,good,rented,E-2007
Laajasalo,"4 h, rt, k, khh...",rowhouse,123.0,540000,4390,1984,1/2,False,good,owned,D-2013
Jätkäsaari,4h+kph+wc/khh+s...,apartment,87.0,705000,8103,2018,1/3,True,good,owned,C-2013
Oulunkylä,"4h, k ja sauna",rowhouse,92.5,350000,3784,1979,-1/2,False,satisfactory,rented,E-2007
Etelä-haaga,"5 h, k, kph, wc...",apartment,94.5,480000,5079,1959,1/3,False,satisfactory,owned,E-2018
Niemenmäki,"4 h, avok, rt, ...",apartment,95.0,452000,4758,1962,1/4,True,good,rented,E-2018
Vanhakaupunki,"5h, avok, kph, ...",rowhouse,95.5,454000,4754,1987,1/2,False,good,rented,F-2007
Tapaninvainio,"Alakerta: oh,k,...",townhouse,103.0,310000,3010,1984,-1/2,False,satisfactory,owned,
Puistola,"4h, k, s-os., 2...",rowhouse,104.0,252000,2423,1979,-1/2,False,satisfactory,owned,
Konala,"4h, k, kph, sau...",townhouse,112.0,337000,3009,2004,1/2,False,satisfactory,rented,D-2013
Tapanila,"5 h, k, kph/s, ...",rowhouse,120.0,468000,3900,2007,2/2,False,good,rented,E-2013
Eiranranta,"4h, avok, 2kph,...",apartment,149.0,1242500,8339,2007,-1/7,True,good,owned,F-2013
Maununneva,"5h, k, 2kph/3wc...",townhouse,164.0,575000,3506,1997,3/3,False,good,owned,
Kulosaari,"4 h, k, kph, sa...",townhouse,284.0,1310000,4613,1988,3/3,False,satisfactory,owned,
Ramsinranta,4h+k+s,rowhouse,95.0,435000,4579,2012,1/2,False,good,owned,D-2013
Itä-pakila,"3-4h, k, s",rowhouse,86.0,357000,4151,1982,-1/2,False,good,owned,D
Kurkimäki,"4 h, k, kph/s, ...",apartment,88.0,200000,2273,1988,-1/3,False,satisfactory,rented,E-2007
Lauttasaari,4h+k+s (toteutu...,apartment,92.0,635500,6908,2016,1/7,True,good,owned,C-2013
Länsi-pakila,4h+k+rt+kph+s+w...,rowhouse,98.0,342000,3490,1973,1/1,False,good,owned,E-2013
Tapaninvainio,"5h, avokeitti..",townhouse,148.0,610000,4122,2004,1/2,False,good,owned,
Tammisalo,Oh+3-4mh+k+s+pa...,rowhouse,199.0,580000,2915,1970,-1/2,False,good,owned,
Vallila,"4h, k, kph, eri...",rowhouse,73.5,525000,7143,1910,1/1,False,satisfactory,rented,D-2018
Pohjois-haaga,"3 - 4 h, k, kph...",apartment,80.5,206015,2559,1972,3/3,False,satisfactory,owned,E-2018
Laajasalo,"5h, k, rt, vh, ...",apartment,99.3,252500,2543,1969,2/3,True,good,rented,E-2013
Kamppi,"4h, avok, kph, ...",apartment,103.0,1030000,10000,1905,3/3,True,good,owned,G-2013
Taka-töölö,"5h, k, kph, 2x ...",apartment,120.0,730000,6083,1938,5/6,True,satisfactory,owned,E-2013
Tapaninvainio,5h+k+rt+kph+eri...,rowhouse,148.0,350000,2365,1970,1/1,False,good,owned,E-2018
Kontula,"3-4h, k",apartment,75.0,180462,2406,1965,3/3,False,,rented,G-2013
Kruununhaka,"3-4h, avokeitti...",apartment,87.8,740000,8428,1911,6/6,True,good,owned,F-2013
Vuosaari,"5h, k, kph, wc,...",apartment,96.4,210000,2178,1964,1/5,True,,owned,F-2013
Aurinkolahti,5h,apartment,104.5,420000,4019,2001,4/6,True,good,owned,E-2013
Kannelmäki,"4h, k, kh, wc, ...",apartment,91.5,239000,2612,1977,3/3,False,satisfactory,rented,E-2013
Pihlajamäki,"5h, k, s, eril....",rowhouse,98.5,272000,2761,1992,1/2,False,satisfactory,rented,D-2018
Vuosaari,"4h, k, s, erill...",apartment,105.0,531500,5062,2000,3/5,True,satisfactory,owned,D-2007
Etu-töölö,"4h, keittiö...",apartment,127.8,680000,5321,1924,5/6,True,good,owned,D-2007
Ala-tikkurila,"5h, k, apuk, 2 ...",townhouse,136.0,275000,2022,1982,-1/2,False,satisfactory,owned,
Kamppi,4h+k/rs+2xkph/w...,apartment,169.0,2167500,12825,1905,4/5,True,good,owned,G-2013
Länsi-pakila,"3-4 h, k, khh, ...",rowhouse,92.0,440000,4783,1994,1/2,False,satisfactory,owned,F-2013
Suutarila,"5h, k, kph, wc,...",rowhouse,110.5,352000,3186,1989,2/2,False,satisfactory,owned,D-2013
Herttoniemi,4h+k,apartment,83.0,460000,5542,1952,4/4,True,satisfactory,rented,D-2007
Vuosaari,"5h, k, kph, wc,...",apartment,96.4,250000,2593,1964,2/5,True,,owned,F-2007
Kamppi,"4h, avok, kph, ...",apartment,103.0,1030000,10000,1905,3/3,True,good,owned,G-2013
Tapaninvainio,"5h,k,kph,s, eri...",townhouse,108.5,479000,4415,2004,-1/2,False,good,owned,
Vesala,"4h, k, 2*kph, s...",rowhouse,110.0,222000,2018,1982,2/2,False,satisfactory,owned,
Länsi-pakila,"4-5h, k, rt, 2k...",townhouse,150.0,555000,3700,1957,-1/2,False,good,owned,
Kruununhaka,"6h,k,eteinen",apartment,220.0,1720326,7820,1929,9/9,True,satisfactory,owned,F-2013
Tapaninvainio,"4 h, k, s, eril...",rowhouse,85.0,312000,3671,1982,1/1,False,good,owned,F-2013
Metsälä,"4h, k, s, lasit...",apartment,83.0,529000,6373,2020,2/2,False,good,owned,
Paloheinä,"4h, k, s+v",rowhouse,91.5,425000,4645,2008,1/1,False,good,owned,
Oulunkylä,"4 h, k, r, kh/w...",apartment,97.0,410000,4227,1969,1/3,False,satisfactory,owned,E-2007
Mellunkylä,,townhouse,117.0,400000,3419,1978,1/1,False,satisfactory,owned,E-2018
Etu-töölö,"3-4 h, k, khh-v...",apartment,124.0,975000,7863,1925,6/7,True,good,owned,E-2013
Etelä-haaga,"5 h, avokeitti&...",rowhouse,164.0,790000,4817,2006,3/3,False,good,owned,C-2013
Kruununhaka,"4h, avok, rt, k...",apartment,80.5,610000,7578,1924,3/8,True,good,owned,F-2013
Kamppi,Toimistotila,apartment,135.0,735000,5444,1898,2/5,False,,owned,E-2007
Puistola,"4h,k,kph,s,2x e...",rowhouse,86.4,275000,3183,1976,2/2,False,good,owned,
Oulunkylä,"4h, k, kph, vh,...",apartment,90.0,384000,4267,1963,3/3,False,good,owned,F-2013
Veräjämäki,"5h, k, ruok.til...",rowhouse,134.0,550000,4104,1988,-1/2,False,good,owned,D-2007
Kamppi,"4h, k, 2 kph, e...",apartment,141.7,1150000,8116,1892,3/5,True,good,owned,D-2007
Kamppi,Toimisto,apartment,165.0,741000,4491,1898,2/5,False,satisfactory,owned,E-2007
Laajasalo,"4h, k, th, ask....",rowhouse,205.0,467000,2278,1981, ,False,satisfactory,owned,E-2013
Tapaninvainio,3-4h+k+kph+s+wc...,rowhouse,100.0,330000,3300,1979,1/1,False,satisfactory,owned,
Tapaninkylä,"4h, k",rowhouse,90.0,225000,2500,1973,1/1,False,,owned,
Hallainvuori,4h+k+2 x kph+s+...,rowhouse,94.0,375000,3989,2007,-1/2,False,good,owned,C
Lauttasaari,"5h, avokeitti..",apartment,102.0,703000,6892,1950,1/4,True,good,owned,
Ala-tikkurila,4h+avok+vh+wc+k...,townhouse,105.0,465000,4429,2018, ,False,good,owned,C-2013
Vesala,"5h, k, kph, s, ...",rowhouse,111.4,185000,1661,1975,1/2,False,satisfactory,rented,E-2007
Torpparinmäki,"3-4h, k, khh, 2...",townhouse,113.0,393000,3478,1989,-1/2,False,,owned,D
